fecha,referencia,alcalinidad_total,aluminio,bario,bicarbonatos,cadmio,calcio,carbonatos,cianuro_libre,cloruros,cobre,coliformes_termotolerantes,coliformes_totales,conductividad,cromo,dbo5,dqo,dureza_calcica,dureza_magnesica_pd,dureza_total,fosforo_total,hidróxidos,hierro,magnesio,manganeso,mercurio,niquel,nitratos,nitritos,nitritos_nitratos,nitrogeno_amoniacal,nitrogeno_ntk,nitrogeno_orgánico,ph,plomo,potasio,sodio,solidos_sedimentables,solidos_suspendidos,solidos_totales,solidos_totales_volátiles,sulfatos,sulfuros,sustancias_solubles_al_hexano,turbiedad,zinc,obs
12/22/15,LN2_SB,,,,,,,,,,,4.50E+02,2.20E+03,"31,900.00",,"2,200.00","8,022.00",,,,,,,,,,,,,,,,,8.63,,,,,710.00,"14,704.00",,,,,,,
12/22/15,LN2_CB,,,,,,,,,,,1.70E+03,2.70E+03,"27,800.00",,"10,125.00","15,284.00",,,,,,,,,,,,,,,,,8.25,,,,,600.00,"19,016.00",,,,,,,
01/12/16,LN1,,,,,<10,,,,,58.00,**,4.50E+02,,231.60,95.00,"2,566.00",,,,,,3.08,,0.17,,389.50,,,,,,,8.80,<50,,,,,,,,,,,0.63,** No hay crecimiento en la dilucion sembrada
01/12/16,LN2_SB,,,,,<10,,,,,83.70,1.70E+03,7.00E+03,,989.20,**,"7,002.00",,,,,,10.47,,0.30,,540.80,,,,,,,8.63,<50,,,,,,,,,,,1.31,**La DBO es menor a la esperada <1000 mg/l
01/12/16,LN2_CB,,,,,<10,,,,,123.80,3.30E+03,3.30E+03,,968.30,"4,850.00","15,989.00",,,,,,18.93,,0.60,,541.30,,,,,,,8.55,<50,,,,,,,,,,,1.48,
01/26/16,LN2_SB,,,,,,,,,,,2.00E+02,2.00E+02,"32,100.00",,800.00,"7,241.00",,,,,,,,,,,,,,,,,8.25,,,,,192.00,"13,748.00",,,,,,,
01/26/16,LN2_CB,,,,,,,,,,,2.00E+02,6.80E+02,"28,700.00",,**,"23,578.00",,,,,,,,,,,,,,,,,7.89,,,,,660.00,"19,172.00",,,,,,,**DBO es mayor a la esperada >14000 mg/l
02/10/16,LN2_SB,,,,,,,,,,,3.10E+03,7.00E+03,"31,000.00",,470.00,"5,500.00",,,,,,,,,,,,,,,,,8.49,,,,,60.00,"13,388.00",,,,,,,
02/10/16,LN2_CB,,,,,,,,,,,**,7.90E+04,"26,000.00",,"1,200.00","6,644.00",,,,,,,,,,,,,,,,,8.55,,,,,224.00,"13,748.00",,,,,,,**No hay crecimiento en la dilucion sembrada
02/23/16,LN2_SB,,,,,,,,,,,3.10E+03,7.00E+03,"30,500.00",,"5,100.00","11,132.00",,,,,,,,,,,,,,,,,8.14,,,,,224.00,"16,280.00",,,,,,,
02/23/16,LN2_CB,,,,,,,,,,,3.30E+03,4.90E+03,"29,100.00",,**,"30,373.00",,,,,,,,,,,,,,,,,7.81,,,,,"1,220.00","21,424.00",,,,,,,**DBO mayor a la esperada >14000 mg/l
03/08/16,LN2_SB,,,,,,,,,,,1.60E+06,>1.6E+06,"27,500.00",,"2,000.00","24,336.00",,,,,,,,,,,,,,,,,7.98,,,,,178.00,"13,924.00",,,,,,,
03/08/16,LN2_CB,,,,,,,,,,,9.20E+05,1.60E+06,"26,700.00",,"7,800.00","18,976.00",,,,,,,,,,,,,,,,,8.26,,,,,328.00,"16,016.00",,,,,,,
03/22/16,LN2_SB,,,,,,,,,,,1.30E+04,3.30E+04,"26,700.00",,"11,350.00","21,962.00",,,,,,,,,,,,,,,,,8.13,,,,,"1,132.00","17,668.00",,,,,,,
03/22/16,LN2_CB,,,,,,,,,,,2.80E+05,2.20E+06,"18,760.00",,"7,000.00","12,904.00",,,,,,,,,,,,,,,,,7.86,,,,,608.00,"12,816.00",,,,,,,
04/05/16,LN2_SB,,,,,,,,,,,3.50E+05,9.20E+05,"14,040.00",,"1,613.00","4,623.00",,,,,,,,,,,,,,,,,7.42,,,,,290.00,"7,560.00",,,,,,,
04/05/16,LN2_CB,,,,,,,,,,,9.20E+05,1.60E+06,"12,050.00",,"1,700.00","4,194.00",,,,,,,,,,,,,,,,,8.03,,,,,440.00,"7,390.00",,,,,,,
04/19/16,LN1,"5,623.30",387.20,,"3,183.00",<10,,"2,440.30",,,<10,2.30E+03,2.40E+04,,89.10,107.00,"2,175.00",,,,12.85,0.00,4.58,,0.53,,205.70,,,,,,,8.33,<50,,,0.00,24.00,"5,492.00",,128.00,,8.40,,0.13,
04/19/16,LN2_CB,"4,721.50",906.40,,"3,023.90",<10,,"1,697.60",,,18.70,7.90E+03,7.90E+04,,282.70,370.00,"2,075.00",,,,13.10,0.00,3.52,,0.61,,193.60,,,,,,,8.31,<50,,,5.00,128.00,"5,896.00",,126.50,,12.40,,0.25,
04/19/16,LN2_SB,"12,095.40",940.50,,"8,381.90",<10,,"3,713.50",,,29.70,7.90E+02,7.90E+03,,856.90,485.00,"4,662.00",,,,32.33,0.00,4.51,,0.38,,435.60,,,,,,,8.30,<50,,,0.00,112.00,"11,772.00",,311.00,,9.60,,0.71,
05/03/16,LN2_SB,,,,,,,,,,,1.30E+06,1.30E+06,"2,650.00",,"8,400.00","15,447.00",,,,,,,,,,,,,,,,,7.58,,,,,548.00,"16,700.00",,,,,,,
05/03/16,LN2_CB,,,,,,,,,,,4.90E+03,7.90E+03,"1,438.00",,"2,400.00","5,824.00",,,,,,,,,,,,,,,,,8.16,,,,,944.00,"9,552.00",,,,,,,
05/17/16,LN2_SB,,,,,,,,,,,1.10E+04,4.60E+04,"2,890.00",,"7,600.00","17,163.00",,,,,,,,,,,,,,,,,7.64,,,,,440.00,"17,060.00",,,,,,,
05/17/16,LN2_CB,,,,,,,,,,,7.80E+02,3.10E+03,"2,850.00",,"5,000.00","12,533.00",,,,,,,,,,,,,,,,,7.92,,,,,248.00,"14,000.00",,,,,,,
07/05/16,LN2_SB,,,,,,,,,,,1.10E+03,1.40E+04,"27,900.00",,"6,200.00","12,496.00",,,,,,,,,,,,,,,,,7.56,,,,,330.00,"55,272.00",,,,,,,
07/05/16,LN2_CB,,,,,,,,,,,1.10E+03,1.30E+04,"25,200.00",,"4,000.00","11,446.00",,,,,,,,,,,,,,,,,7.71,,,,,224.00,"13,616.00",,,,,,,
07/19/16,LN1,,,,,<10,,,,,31.50,2.20E+02,3.30E+04,,154.40,98.00,"1,588.00",,,,,,3.52,,0.37,,274.00,,,,,,,8.45,<50,,,,,,,,,,,0.29,
07/19/16,LN2_SB,,,,,<10,,,,,114.40,2.30E+03,4.90E+04,,637.10,"5,600.00","14,878.00",,,,,,11.17,,1.19,,357.10,,,,,,,7.83,<50,,,,,,,,,,,0.87,
07/19/16,LN2_CB,,,,,<10,,,,,81.40,1.30E+03,2.30E+03,,552.80,"2,100.00","7,273.00",,,,,,4.96,,0.75,,336.40,,,,,,,8.22,<50,,,,,,,,,,,0.58,
08/02/16,LN2_CB,,,,,,,,,,,1.80E+02,1.80E+02,"2,550.00",,"2,000.00","7,674.00",,,,,,,,,,,,,,,,,8.41,,,,,296.00,"3,380.00",,,,,,,
08/02/16,LN2_SB,,,,,,,,,,,2.20E+03,1.10E+05,"3,460.00",,"3,400.00","11,071.00",,,,,,,,,,,,,,,,,7.91,,,,,532.00,"17,272.00",,,,,,,
08/30/16,LN2_CB,,,,,,,,,,,1.30E+03,1.30E+03,"32,700.00",,"7,600.00","16,208.00",,,,,,,,,,,,,,,,,7.92,,,,,432.00,"19,304.00",,,,,,,
08/30/16,LN2_SB,,,,,,,,,,,4.90E+03,4.90E+03,"33,400.00",,"13,250.00","24,954.00",,,,,,,,,,,,,,,,,7.80,,,,,"1,420.00","21,308.00",,,,,,,
09/06/16,LN2_CB,,,,,,,,,,,**,1.70E+03,"32,900.00",,"7,000.00","18,590.00",,,,,,,,,,,,,,,,,8.01,,,,,550.00,"18,190.00",,,,,,,**No hay crecimiento en la dilucion sembrada
09/06/16,LN2_SB,,,,,,,,,,,2.20E+02,4.60E+04,"27,700.00",,"34,000.00","51,875.00",,,,,,,,,,,,,,,,,7.52,,,,,850.00,"26,384.00",,,,,,,
10/04/16,LN2_CB,,,,,,,,,,,9.30E+02,2.20E+03,"32,500.00",,"2,375.00","8,247.00",,,,,,,,,,,,,,,,,8.18,,,,,104.00,"16,928.00",,,,,,,
10/04/16,LN2_SB,,,,,,,,,,,4.90E+03,4.90E+03,"32,900.00",,"3,250.00","9,040.00",,,,,,,,,,,,,,,,,8.16,,,,,250.00,"16,808.00",,,,,,,
10/11/16,LN1,"13,762.78",425.00,,"11,441.35",<10,,"2,321.43",,,174.80,4.50E+02,2.60E+03,,169.20,98.00,"1,749.00",,,,11.73,0.00,3.06,,0.27,,283.90,,,,,,,8.55,<50,,,0.00,0.00,"5,608.00",,231.10,231.10,19.00,,0.43,
10/11/16,LN2_SB,"13,265.33","3,335.20",,"10,479.61",<10,,"2,785.72",,,123.20,6.80E+02,1.10E+03,,872.10,"5,200.00","11,385.00",,,,32.55,0.00,50.39,,1.38,,516.60,,,,,,,8.30,<50,,,0.50,404.00,"17,500.00",,371.90,,29.00,,2.49,
10/11/16,LN2_CB,"13,630.13","5,775.00",,"11,043.39",<10,,"2,586.74",,,104.40,1.30E+03,1.30E+03,,921.80,"4,350.00","11,167.00",,,,30.37,0.00,36.88,,1.75,,486.30,,,,,,,8.30,58.20,,,0.50,544.00,"17,324.00",,564.40,,16.00,,2.16,
11/12/16,LN2_CB,,,,,,,,,,,7.00E+04,3.50E+05,"26,400.00",,"1,925.00","9,188.00",,,,,,,,,,,,,,,,,8.45,,,,,144.00,"12,992.00",,,,,,,
11/12/16,LN2_SB,,,,,,,,,,,2.40E+05,9.20E+05,"29,900.00",,"3,900.00","10,821.00",,,,,,,,,,,,,,,,,8.32,,,,,244.00,"55,268.00",,,,,,,
11/22/16,LN2_CB,,,,,,,,,,,7.90E+02,1.10E+04,"29,800.00",,"2,850.00","12,009.00",,,,,,,,,,,,,,,,,8.31,,,,,122.00,"15,264.00",,,,,,,
11/22/16,LN2_SB,,,,,,,,,,,4.90E+02,4.90E+03,"27,900.00",,"3,650.00","11,169.00",,,,,,,,,,,,,,,,,8.31,,,,,296.00,"16,112.00",,,,,,,
12/06/16,LN2_CB,,,,,,,,,,,7.90E+03,4.90E+04,"27,400.00",,"2,300.00","9,716.00",,,,,,,,,,,,,,,,,8.25,,,,,332.00,"15,266.00",,,,,,,
12/06/16,LN2_SB,,,,,,,,,,,2.20E+02,4.90E+03,"29,200.00",,"3,850.00","11,648.00",,,,,,,,,,,,,,,,,8.24,,,,,316.00,"16,622.00",,,,,,,
12/20/16,LN2_SB,,,,,,,,,,,1.30E+05,>1.6E+06,"21,800.00",,"3,800.00","9,371.00",,,,,,,,,,,,,,,,,8.22,,,,,558.00,"13,058.00",,,,,,,
12/20/16,LN2_CB,,,,,,,,,,,4.90E+04,1.60E+06,"18,920.00",,"1,100.00","5,469.00",,,,,,,,,,,,,,,,,8.30,,,,,408.00,"10,680.00",,,,,,,
01/10/17,LN1,,,,,<10,,,,,82.50,**,1.30E+03,,158.40,***,"2,855.00",,,,,,5.08,,0.34,,284.90,,,,,,,8.71,<50,,,,,,,,,,,0.29,**No hay crecimiento en la dilucion sembrada
01/10/17,LN2_SB,,,,,<10,,,,,126.50,9.30E+02,2.20E+03,,885.50,"3,100.00","9,572.00",,,,,,50.80,,2.39,,559.90,,,,,,,8.59,58.30,,,,,,,,,,,2.02,
01/10/17,LN2_CB,,,,,<10,,,,,69.30,1.70E+03,2.20E+03,,693.00,"4,200.00","9,851.00",,,,,,12.05,,1.28,,580.80,,,,,,,8.48,<50,,,,,,,,,,,0.94,
01/24/17,LN2_SB,,,,,,,,,,,3.10E+03,1.10E+04,"26,000.00",,"4,700.00","12,478.00",,,,,,,,,,,,,,,,,8.47,,,,,352.00,"15,420.00",,,,,,,
01/24/17,LN2_CB,,,,,,,,,,,**,1.30E+03,"20,500.00",,"1,150.00","5,932.00",,,,,,,,,,,,,,,,,8.39,,,,,116.00,"11,456.00",,,,,,,**No hay crecimiento en la dilucion sembrada
02/07/17,LN2_SB,,,,,,,,,,,1.60E+06,1.60E+06,"26,400.00",,"5,000.00","12,536.00",,,,,,,,,,,,,,,,,8.19,,,,,252.00,"16,148.00",,,,,,,
02/07/17,LN2_CB,,,,,,,,,,,7.90E+03,7.90E+03,"22,900.00",,"1,060.00","6,406.00",,,,,,,,,,,,,,,,,8.23,,,,,96.00,"12,896.00",,,,,,,
02/21/17,LN2_SB,,,,,,,,,,,1.30E+05,2.40E+05,"16,640.00",,"6,800.00","12,209.00",,,,,,,,,,,,,,,,,8.02,,,,,405.00,"12,735.00",,,,,,,
02/21/17,LN2_CB,,,,,,,,,,,4.50E+02,4.90E+03,"15,720.00",,"1,000.00","5,353.00",,,,,,,,,,,,,,,,,8.30,,,,,102.00,"16,990.00",,,,,,,
03/07/17,LN2_SB,,,,,,,,,,,1.60E+06,">1,6E+06","23,700.00",,"14,000.00","27,830.00",,,,,,,,,,,,,,,,,7.68,,,,,960.00,"19,804.00",,,,,,,
03/07/17,LN2_CB,,,,,,,,,,,3.30E+03,7.90E+03,"16,000.00",,520.00,"3,748.00",,,,,,,,,,,,,,,,,8.16,,,,,88.00,"9,128.00",,,,,,,
03/21/17,LN2_SB,,,,,,,,,,,5.40E+05,5.40E+05,"19,300.00",,"20,250.00","27,998.00",,,,,,,,,,,,,,,,,7.23,,,,,636.00,"20,056.00",,,,,,,
03/21/17,LN2_CB,,,,,,,,,,,1.60E+06,">1,6E+06","13,560.00",,"5,200.00","9,137.00",,,,,,,,,,,,,,,,,7.46,,,,,212.00,"9,984.00",,,,,,,
03/28/17,LN1_P1,"1,243.63",266.00,,"1,044.65",<10,,198.98,,,25.20,7.90E+04,5.40E+05,,33.00,100.00,779.00,,,,6.11,0.00,4.70,,0.53,,57.80,,,,,,,8.30,<50,,,1.00,354.00,"2,469.00",,366.30,,20.60,,0.07,
03/28/17,LN1_P2,"1,492.35",138.40,,994.90,<10,,497.45,,,17.90,3.30E+03,2.20E+04,,<20,41.00,407.00,,,,2.70,0.00,2.81,,0.20,,55.20,,,,,,,8.37,<50,,,0.30,120.00,"2,164.00",,136.30,,8.80,,0.04,
04/18/17,LN1,"3,959.58","2,266.00",,"2,741.01",<10,,"1,218.24",,,47.50,7.00E+02,1.60E+04,,50.30,100.00,807.00,,,,9.24,0.00,4.13,,1.14,,138.70,,,,,,,8.20,<50,,,0.20,20.00,"4,068.00",,114.50,,6.40,,0.25,
04/18/17,LN2_CB,"5,770.42","2,780.30",,"4,974.50",<10,,795.92,,,108.80,">1,6E+06",">1,6E+06",,675.20,**,"2,437.00",,,,12.42,0.00,48.69,,10.53,,436.90,,,,,,,7.21,<50,,,0.20,256.00,"13,604.00",,76.30,,12.00,,2.36,**La DBO es mayor a la esperada >400mg/l
04/18/17,LN2_SB,"11,142.88","3,938.00",,"8,158.18",<10,,"2,984.70",,,80.70,">1,6E+06",">1,6E+06",,639.30,**,"4,769.00",,,,9.75,0.00,35.97,,3.69,,399.30,,,,,,,7.97,<50,,,50.00,912.00,"17,312.00",,43.00,,10.40,,1.63,**La DBO es mayor a la esperada >400mg/l
05/02/17,LN2_SB,,,,,,,,,,,**,**,"23,000.00",,"5,100.00","12,665.00",,,,,,,,,,,,,,,,,7.92,,,,,632.00,"14,920.00",,,,,,,**No hay crecimiento en la dilucion sembrada
05/02/17,LN2_CB,,,,,,,,,,,1.10E+06,2.60E+06,"15,580.00",,"5,000.00","10,682.00",,,,,,,,,,,,,,,,,7.62,,,,,196.00,"11,144.00",,,,,,,
05/17/17,LN2_SB,,,,,,,,,,,7.90E+04,7.90E+04,"17,920.00",,"15,750.00","25,659.00",,,,,,,,,,,,,,,,,7.06,,,,,984.00,"17,344.00",,,,,,,
05/17/17,LN2_CB,,,,,,,,,,,1.70E+05,5.40E+05,"10,890.00",,"6,400.00","10,364.00",,,,,,,,,,,,,,,,,7.68,,,,,355.00,"9,465.00",,,,,,,
06/20/17,LN2_SB,,,,,,,,,,,4.90E+03,1.10E+05,"30,700.00",,"11,250.00","27,683.00",,,,,,,,,,,,,,,,,7.56,,,,,850.00,"17,516.00",,,,,,,
06/20/17,LN2_CB,,,,,,,,,,,2.10E+03,4.90E+04,"30,300.00",,"11,500.00","19,889.00",,,,,,,,,,,,,,,,,7.68,,,,,780.00,"16,748.00",,,,,,,
07/05/17,LN2_SB,,,,,,,,,,,**,**,"33,600.00",,"15,250.00","21,021.00",,,,,,,,,,,,,,,,,7.62,,,,,,"18,440.00",,,,,,,**No se entrega muestras para coliformes totales y termotolerantes
07/05/17,LN2_CB,,,,,,,,,,,**,**,"24,500.00",,"7,150.00","13,386.00",,,,,,,,,,,,,,,,,8.06,,,,,,"15,544.00",,,,,,,**No se entrega muestras para coliformes totales y termotolerantes
07/18/17,LN1,,,,,<10,,,,,51.80,,,,136.20,470.00,"1,678.00",,,,,,5.14,,0.68,,225.50,,,,,,,8.39,<50,,,,,,,,,,,0.26,
07/18/17,LN2_SB,,,,,<10,,,,,101.50,,,,794.40,"3,900.00","17,909.00",,,,,,62.72,,2.29,,471.50,,,,,,,8.16,<50,,,,,,,,,,,2.99,
07/18/17,LN2_CB,,,,,<10,,,,,76.97,,,,579.40,**,733.00,,,,,,17.80,,2.74,,387.30,,,,,,,7.63,<50,,,,,,,,,,,1.12,**La DBO es menor que la esperada >400 mg/l
08/07/17,LN2_SB,,,,,,,,,,,1.30E+04,3.30E+04,"32,500.00",,"4,350.00","11,842.00",,,,,,,,,,,,,,,,,8.30,,,,,,"14,760.00",,,,,,,
08/07/17,LN2_CB,,,,,,,,,,,4.90E+03,2.20E+04,"25,600.00",,"2,475.00","7,806.00",,,,,,,,,,,,,,,,,8.38,,,,,,"13,970.00",,,,,,,
08/15/17,LN2_SB,,,,,,,,,,,1.30E+02,1.70E+04,"25,280.00",,"20,500.00","26,284.00",,,,,,,,,,,,,,,,,7.56,,,,,,"19,720.00",,,,,,,
08/15/17,LN2_CB,,,,,,,,,,,7.80E+02,7.80E+02,"24,700.00",,"10,750.00","15,449.00",,,,,,,,,,,,,,,,,8.05,,,,,,"16,700.00",,,,,,,
09/05/17,LN2_CB,,,,,,,,,,,4.90E+04,1.70E+05,"26,800.00",,"4,900.00","8,077.00",,,,,,,,,,,,,,,,,8.40,,,,,380.00,"14,280.00",,,,,,,
09/05/17,LN2_SB,,,,,,,,,,,2.30E+04,3.30E+04,"29,400.00",,"5,400.00","7,420.00",,,,,,,,,,,,,,,,,8.42,,,,,190.00,"13,990.00",,,,,,,
09/19/17,LN2_CB,,,,,,,,,,,,,"20,600.00",,"2,100.00","7,032.00",,,,,,,,,,,,,,,,,8.49,,,,,430.00,"12,170.00",,,,,,,
09/19/17,LN2_SB,,,,,,,,,,,,,"25,200.00",,"3,050.00","9,266.00",,,,,,,,,,,,,,,,,8.47,,,,,300.00,"14,730.00",,,,,,,
10/03/17,LN2_SB,,,,,,,,,,,4.60E+04,7.00E+04,"14,710.00",,"5,800.00","11,771.00",,,,,,,,,,,,,,,,,8.32,,,,,350.00,"16,025.00",,,,,,,
10/03/17,LN2_CB,,,,,,,,,,,**,1.40E+03,"24,600.00",,"5,300.00","10,972.00",,,,,,,,,,,,,,,,,7.90,,,,,395.00,"15,380.00",,,,,,,**No hay crecimiento en la dilucion sembrada
10/17/17,LN1,"7,749.32","1,722.60",,"5,388.60",<10,,"2,360.72",,,<10,4.90E+03,5.40E+05,,275.00,380.00,"2,752.00",,,,12.72,0.00,3.74,,0.43,,303.60,,,,,,,8.69,79.20,,,0.00,58.00,"7,886.00",,56.00,,15.00,,1.33,
10/17/17,LN2_SB,"12,983.96","3,964.40",,"3,335.80",<10,,"9,648.16",,,53.90,9.30E+02,7.90E+03,,886.60,"7,600.00","14,582.00",,,,29.99,0.00,35.32,,2.49,,577.50,,,,,,,8.23,58.30,,,12.00,"2,460.00","18,796.00",,22.10,,30.00,,4.23,
10/17/17,LN2_CB,"11,957.56","1,707.20",,"7,030.84",58.30,,"4,926.72",,,30.80,1.80E+02,6.80E+02,,821.70,"4,000.00","10,605.00",,,,19.31,0.00,8.39,,0.61,,457.60,,,,,,,8.33,"1,697.30",,,0.00,112.00,"15,204.00",,118.30,,19.00,,2.61,
11/07/17,LN2_SB,,,,,,,,,,,>1.6E+04,>1.6E+04,"24,900.00",,"4,550.00","11,797.00",,,,,,,,,,,,,,,,,7.68,,,,,320.00,"14,465.00",,,,,,,
11/07/17,LN2_CB,,,,,,,,,,,3.30E+04,7.90E+04,"21,000.00",,"4,075.00","10,067.00",,,,,,,,,,,,,,,,,8.05,,,,,300.00,"12,590.00",,,,,,,
11/21/17,LN2_CB,,,,,,,,,,,7.90E+05,1.30E+06,"23,000.00",,"6,700.00","12,471.00",,,,,,,,,,,,,,,,,8.08,,,,,706.00,"15,220.00",,,,,,,
11/21/17,LN2_SB,,,,,,,,,,,1.10E+06,9.20E+06,"22,800.00",,"11,600.00","18,254.00",,,,,,,,,,,,,,,,,7.60,,,,,404.00,"17,590.00",,,,,,,
12/05/17,LN2_CB,,,,,,,,,,,9.20E+05,9.20E+05,"2,560.00",,"11,200.00","45,240.00",,,,,,,,,,,,,,,,,7.23,,,,,"1,412.00","26,408.00",,,,,,,
12/05/17,LN2_SB,,,,,,,,,,,2.20E+05,5.40E+05,"2,570.00",,"10,800.00","37,417.00",,,,,,,,,,,,,,,,,7.25,,,,,"1,540.00","26,724.00",,,,,,,
12/19/17,LN2_SB,,,,,,,,,,,7.00E+05,5.40E+06,"25,000.00",,"31,500.00","42,926.00",,,,,,,,,,,,,,,,,7.41,,,,,"1,070.00","27,270.00",,,,,,,
12/19/17,LN2_CB,,,,,,,,,,,4.90E+04,2.20E+05,"24,000.00",,"13,250.00","26,395.00",,,,,,,,,,,,,,,,,7.55,,,,,480.00,"18,970.00",,,,,,,
01/09/18,LN1,"4,926.72","1,013.10",,"2,463.36",23.10,,"2,463.36",,,"2,461.80",3.40E+03,2.30E+04,,114.40,**,"1,109.00",,,,7.63,0.00,3.44,,0.60,,191.40,,,,,,,8.61,<50,,,0.00,46.00,"4,810.00",,17.80,,24.00,,0.25,** La DBO es menor a la esperada <200 mg/l
01/09/18,LN2_SB,"8,621.76","2,420.00",,"5,542.56",<10,,"3,079.20",,,127.60,2.20E+03,1.10E+04,,320.10,"26,000.00","22,774.00",,,,19.99,0.00,52.35,,6.54,,377.30,,,,,,,7.72,<50,,,interferencia,460.00,"17,440.00",,49.80,,40.00,,1.30,
01/09/18,LN2_CB,"11,906.24","5,902.60",,"11,906.24",<10,,interferencia,,,"3,557.40",3.30E+04,5.40E+05,,405.90,**,"40,649.00",,,,10.52,interferencia,13.51,,17.77,,608.30,,,,,,,7.43,<50,,,10.00,"1,880.00","27,720.00",,428.20,,18.80,,3.13,
01/23/18,LN2_CB,,,,,,,,,,,3.30E+04,7.00E+04,"16,440.00",,"2,650.00","5,530.00",,,,,,,,,,,,,,,,,8.43,,,,,"1,410.00","9,160.00",,,,,,,
01/23/18,LN2_SB,,,,,,,,,,,1.10E+04,1.70E+04,"27,500.00",,"3,500.00","8,698.00",,,,,,,,,,,,,,,,,8.37,,,,,530.00,"15,220.00",,,,,,,
02/06/18,LN2_SB,,,,,,,,,,,4.90E+04,2.40E+05,"25,500.00",,"3,800.00","19,878.00",,,,,,,,,,,,,,,,,8.27,,,,,240.00,"13,700.00",,,,,,,
02/06/18,LN2_CB,,,,,,,,,,,>1.6E+06,>1.6E+06,"19,250.00",,"11,600.00","12,458.00",,,,,,,,,,,,,,,,,7.50,,,,,"1,320.00","16,790.00",,,,,,,
02/20/18,LN2_SB,,,,,,,,,,,2.30E+04,1.30E+05,"18,980.00",,"5,800.00","16,117.00",,,,,,,,,,,,,,,,,8.02,,,,,"1,020.00","13,056.00",,,,,,,
02/20/18,LN2_CB,,,,,,,,,,,2.30E+04,2.30E+04,"17,510.00",,"3,250.00","7,218.00",,,,,,,,,,,,,,,,,7.94,,,,,160.00,"10,868.00",,,,,,,
